experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size
20230710_211945,sst2,872,models--llama/7B,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9862,0.0188,0.0156,0.25,LLAMA-7B
20230710_212152,sst2,872,models--llama/7B,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9897,0.0193,0.0167,0.2667,LLAMA-7B
20230710_212358,sst2,872,models--llama/7B,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9874,0.0195,0.0165,0.2545,LLAMA-7B
20230710_212604,sst2,872,models--llama/7B,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,1,0.0014,0.0014,0,LLAMA-7B
20230710_212831,sst2,872,models--llama/7B,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9989,0.0011,0.0009,0.2,LLAMA-7B
20230710_213059,sst2,872,models--llama/7B,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9989,0.0011,0.0009,0.2,LLAMA-7B
20230710_213326,sst2,872,models--llama/7B,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.3968,0.4654,0.4445,0.4791,LLAMA-7B
20230710_213515,sst2,872,models--llama/7B,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4232,0.4573,0.4282,0.4787,LLAMA-7B
20230710_213703,sst2,872,models--llama/7B,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3991,0.4608,0.4339,0.4786,LLAMA-7B
20230710_213851,sst2,872,models--llama/7B,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5722,0.3101,0.301,0.3223,LLAMA-7B
20230710_214146,sst2,872,models--llama/7B,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5734,0.311,0.2996,0.3263,LLAMA-7B
20230710_214441,sst2,872,models--llama/7B,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5791,0.3172,0.303,0.3368,LLAMA-7B
20230710_212912,sst2,872,text-davinci-003,zero_a,4,0.8,2,None,None,None,None,None,None,None,1,0.0034,0.0034,0,GPT-175B-T
20230710_214736,sst2,872,models--llama/7B,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5837,0.3025,0.2884,0.3223,LLAMA-7B
20230710_215044,sst2,872,models--llama/7B,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.594,0.3034,0.2903,0.3226,LLAMA-7B
20230710_215352,sst2,872,models--llama/7B,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5952,0.314,0.3002,0.3343,LLAMA-7B
20230710_220124,sst2,872,models--llama/13B,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9931,0.0296,0.0279,0.2667,LLAMA-13B
20230710_214756,sst2,872,text-davinci-003,zero_b,4,0.8,2,None,None,None,None,None,None,None,0.9989,0.0014,0.0011,0.2,GPT-175B-T
20230710_220440,sst2,872,models--llama/13B,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9839,0.0287,0.0252,0.2429,LLAMA-13B
20230710_220756,sst2,872,models--llama/13B,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9794,0.0326,0.0286,0.2222,LLAMA-13B
20230710_221113,sst2,872,models--llama/13B,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9954,0.006,0.0051,0.2,LLAMA-13B
20230710_221509,sst2,872,models--llama/13B,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9954,0.0053,0.0044,0.2,LLAMA-13B
20230710_221906,sst2,872,models--llama/13B,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9954,0.006,0.0051,0.2,LLAMA-13B
20230710_220507,sst2,872,text-davinci-003,base_a,4,0.8,2,None,None,None,None,None,None,None,0.1089,0.2087,0.1789,0.2124,GPT-175B-T
20230710_222302,sst2,872,models--llama/13B,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.43,0.4365,0.4149,0.4527,LLAMA-13B
20230710_222554,sst2,872,models--llama/13B,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4392,0.4314,0.4198,0.4405,LLAMA-13B
20230710_222846,sst2,872,models--llama/13B,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4151,0.4378,0.421,0.4498,LLAMA-13B
20230710_223137,sst2,872,models--llama/13B,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5986,0.2782,0.2644,0.2989,LLAMA-13B
20230710_223622,sst2,872,models--llama/13B,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6078,0.2839,0.2664,0.3111,LLAMA-13B
20230710_224105,sst2,872,models--llama/13B,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5952,0.2796,0.2628,0.3042,LLAMA-13B
20230710_222550,sst2,872,text-davinci-003,base_b,4,0.8,2,None,None,None,None,None,None,None,0.9289,0.1273,0.1225,0.1903,GPT-175B-T
20230710_224549,sst2,872,models--llama/13B,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5998,0.2764,0.2604,0.3003,LLAMA-13B
20230710_225053,sst2,872,models--llama/13B,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6158,0.2853,0.2663,0.3158,LLAMA-13B
20230710_225556,sst2,872,models--llama/13B,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6044,0.2782,0.2638,0.3003,LLAMA-13B
20230710_230139,sst2,872,google/flan-t5-large,zero_a,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.3555,0.4518,0.4232,0.4676,T5-0.77B-T
20230710_230245,sst2,872,google/flan-t5-large,zero_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.3498,0.4486,0.4334,0.4568,T5-0.77B-T
20230710_230351,sst2,872,google/flan-t5-large,zero_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.3498,0.455,0.4275,0.4698,T5-0.77B-T
20230710_230457,sst2,872,google/flan-t5-large,zero_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.3521,0.358,0.3505,0.3621,T5-0.77B-T
20230710_230604,sst2,872,google/flan-t5-large,zero_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.3635,0.3601,0.3363,0.3737,T5-0.77B-T
20230710_224650,sst2,872,text-davinci-003,context faithful prompting,4,0.8,2,None,None,None,None,None,None,None,0.9461,0.1099,0.104,0.2128,GPT-175B-T
20230710_230711,sst2,872,google/flan-t5-large,zero_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.3681,0.369,0.3539,0.3779,T5-0.77B-T
20230710_230817,sst2,872,google/flan-t5-large,base_a,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.2511,0.4505,0.347,0.4851,T5-0.77B-T
20230710_230922,sst2,872,google/flan-t5-large,base_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.2683,0.4475,0.3504,0.4831,T5-0.77B-T
20230710_231027,sst2,872,google/flan-t5-large,base_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.2638,0.4576,0.3304,0.5031,T5-0.77B-T
20230710_231132,sst2,872,google/flan-t5-large,base_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.8933,0.1411,0.1258,0.2688,T5-0.77B-T
20230710_231243,sst2,872,google/flan-t5-large,base_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.8968,0.1271,0.1151,0.2311,T5-0.77B-T
20230710_231353,sst2,872,google/flan-t5-large,base_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.8979,0.1323,0.1183,0.2562,T5-0.77B-T
20230710_231503,sst2,872,google/flan-t5-large,context faithful prompting,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.7305,0.2154,0.1859,0.2953,T5-0.77B-T
20230710_231614,sst2,872,google/flan-t5-large,context faithful prompting,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.7213,0.2071,0.179,0.2798,T5-0.77B-T
20230710_231726,sst2,872,google/flan-t5-large,context faithful prompting,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.7259,0.2083,0.1687,0.313,T5-0.77B-T
20230710_232007,sst2,872,google/flan-t5-xxl,zero_a,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.8761,0.1573,0.1356,0.3111,T5-11B-T
20230710_232252,sst2,872,google/flan-t5-xxl,zero_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.8796,0.145,0.1231,0.3048,T5-11B-T
20230710_232537,sst2,872,google/flan-t5-xxl,zero_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.8876,0.1511,0.1315,0.3061,T5-11B-T
20230710_232822,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.9862,0.0218,0.0193,0.2,T5-11B-T
20230710_233135,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.9931,0.0188,0.0176,0.2,T5-11B-T
20230710_233448,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.9851,0.0204,0.0168,0.2615,T5-11B-T
20230710_233801,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.4977,0.1989,0.1839,0.2137,T5-11B-T
20230710_234033,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.4954,0.1972,0.1792,0.215,T5-11B-T
20230710_234305,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.4874,0.1961,0.1708,0.2201,T5-11B-T
20230710_234536,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.9186,0.1479,0.1373,0.2676,T5-11B-T
20230710_234931,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.9186,0.1436,0.1318,0.2761,T5-11B-T
20230710_235325,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.9255,0.1367,0.1269,0.2585,T5-11B-T
20230710_235719,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.9151,0.1489,0.1363,0.2838,T5-11B-T
20230711_000130,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.9197,0.1424,0.1309,0.2743,T5-11B-T
20230711_000540,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.9278,0.1397,0.1308,0.254,T5-11B-T
20230711_001041,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.9656,0.0296,0.0219,0.2467,GPT-6.7B-T
20230711_001318,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.9736,0.0275,0.0221,0.2261,GPT-6.7B-T
20230711_001556,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.9805,0.0255,0.0211,0.2471,GPT-6.7B-T
20230711_001833,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,1,0.0025,0.0025,0,GPT-6.7B-T
20230711_002130,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.9977,0.0025,0.0021,0.2,GPT-6.7B-T
20230711_002426,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.9966,0.0039,0.0032,0.2,GPT-6.7B-T
20230711_002722,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.2982,0.5459,0.4938,0.568,GPT-6.7B-T
20230711_002938,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.2764,0.5378,0.4913,0.5556,GPT-6.7B-T
20230711_003153,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.2959,0.544,0.4791,0.5713,GPT-6.7B-T
20230711_003409,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.5975,0.2817,0.2649,0.3066,GPT-6.7B-T
20230711_003744,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.6147,0.2833,0.272,0.3012,GPT-6.7B-T
20230710_230728,sst2,872,text-davinci-003,CoT,4,0.8,64,None,None,None,None,None,None,None,0.8888,0.2085,0.1935,0.3278,GPT-175B-T
20230711_004119,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.5826,0.2869,0.2728,0.3066,GPT-6.7B-T
20230711_004454,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.5275,0.2883,0.2778,0.3,GPT-6.7B-T
20230711_004842,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.5321,0.289,0.2875,0.2907,GPT-6.7B-T
20230711_005230,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.5161,0.2931,0.2822,0.3047,GPT-6.7B-T
20230711_102236,sst2,872,models--llama/13B,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5952,0.3782,0.3326,0.4453,LLAMA-13B
20230711_110646,sst2,872,models--llama/13B,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6032,0.3807,0.3335,0.4526,LLAMA-13B
20230711_115226,sst2,872,models--llama/13B,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6067,0.3856,0.3357,0.4624,LLAMA-13B
20230711_123856,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.8945,0.1546,0.1377,0.2978,T5-11B-T
20230711_134955,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.9025,0.1539,0.1426,0.2588,T5-11B-T
20230711_141651,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.914,0.147,0.135,0.2747,T5-11B-T
20230711_151243,mnli,1000,google/flan-t5-large,zero_a,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.094,0.4554,0.4255,0.4585,T5-0.77B-T
20230711_151402,mnli,1000,google/flan-t5-large,zero_a,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.104,0.46,0.4481,0.4614,T5-0.77B-T
20230711_151520,mnli,1000,google/flan-t5-large,zero_a,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.1,0.4614,0.452,0.4624,T5-0.77B-T
20230711_151639,mnli,1000,google/flan-t5-large,zero_b,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.25,0.4604,0.4704,0.4571,T5-0.77B-T
20230711_151801,mnli,1000,google/flan-t5-large,zero_b,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.243,0.4668,0.4774,0.4634,T5-0.77B-T
20230711_151925,mnli,1000,google/flan-t5-large,zero_b,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.226,0.4586,0.4558,0.4594,T5-0.77B-T
20230711_152047,mnli,1000,google/flan-t5-large,base_a,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.064,0.4332,0.4406,0.4327,T5-0.77B-T
20230711_152204,mnli,1000,google/flan-t5-large,base_a,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.066,0.4284,0.4545,0.4266,T5-0.77B-T
20230711_152321,mnli,1000,google/flan-t5-large,base_a,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.072,0.433,0.4861,0.4289,T5-0.77B-T
20230711_152438,mnli,1000,google/flan-t5-large,base_b,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.569,0.2972,0.2541,0.3541,T5-0.77B-T
20230711_152602,mnli,1000,google/flan-t5-large,base_b,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.588,0.2968,0.2568,0.3539,T5-0.77B-T
20230711_152726,mnli,1000,google/flan-t5-large,base_b,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.551,0.2964,0.249,0.3546,T5-0.77B-T
20230711_152850,mnli,1000,google/flan-t5-large,context faithful prompting,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.213,0.4056,0.4423,0.3957,T5-0.77B-T
20230711_153029,mnli,1000,google/flan-t5-large,context faithful prompting,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.215,0.407,0.4484,0.3957,T5-0.77B-T
20230711_153207,mnli,1000,google/flan-t5-large,context faithful prompting,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.185,0.4176,0.44,0.4125,T5-0.77B-T
20230711_153514,mnli,1000,google/flan-t5-xxl,zero_a,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.42,0.3518,0.2576,0.42,T5-11B-T
20230711_153926,mnli,1000,google/flan-t5-xxl,zero_a,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.419,0.3548,0.2439,0.4348,T5-11B-T
20230711_154340,mnli,1000,google/flan-t5-xxl,zero_a,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.413,0.3536,0.2465,0.429,T5-11B-T
20230711_154753,mnli,1000,google/flan-t5-xxl,zero_b,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.777,0.1662,0.1189,0.3309,T5-11B-T
20230711_155248,mnli,1000,google/flan-t5-xxl,zero_b,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.776,0.169,0.1173,0.3482,T5-11B-T
20230711_155743,mnli,1000,google/flan-t5-xxl,zero_b,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.783,0.1624,0.1144,0.3355,T5-11B-T
20230711_160239,mnli,1000,google/flan-t5-xxl,base_a,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.195,0.5682,0.561,0.5699,T5-11B-T
20230711_160639,mnli,1000,google/flan-t5-xxl,base_a,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.204,0.5612,0.5314,0.5688,T5-11B-T
20230711_161040,mnli,1000,google/flan-t5-xxl,base_a,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.191,0.5654,0.5466,0.5698,T5-11B-T
20230711_161440,mnli,1000,google/flan-t5-xxl,base_b,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.784,0.2302,0.211,0.3,T5-11B-T
20230711_161941,mnli,1000,google/flan-t5-xxl,base_b,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.786,0.228,0.2092,0.2972,T5-11B-T
20230711_162442,mnli,1000,google/flan-t5-xxl,base_b,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.77,0.2298,0.2096,0.2974,T5-11B-T
20230711_162943,mnli,1000,google/flan-t5-xxl,context faithful prompting,3,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.678,0.32,0.2646,0.4366,T5-11B-T
20230711_163640,mnli,1000,google/flan-t5-xxl,context faithful prompting,3,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.68,0.3198,0.2668,0.4325,T5-11B-T
20230711_164337,mnli,1000,google/flan-t5-xxl,context faithful prompting,3,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.659,0.3178,0.2662,0.4176,T5-11B-T
20230711_165126,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.961,0.0442,0.0331,0.3179,GPT-6.7B-T
20230711_165525,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.96,0.0466,0.035,0.325,GPT-6.7B-T
20230711_165925,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.964,0.041,0.0299,0.3389,GPT-6.7B-T
20230711_170325,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.962,0.0306,0.0212,0.2684,GPT-6.7B-T
20230711_170803,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.969,0.0298,0.0221,0.271,GPT-6.7B-T
20230711_171240,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.972,0.0284,0.0216,0.2643,GPT-6.7B-T
20230711_171718,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.123,0.4406,0.4325,0.4417,GPT-6.7B-T
20230711_172058,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.13,0.4446,0.4431,0.4448,GPT-6.7B-T
20230711_172439,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.14,0.444,0.4614,0.4412,GPT-6.7B-T
20230711_172819,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.257,0.4378,0.4296,0.4406,GPT-6.7B-T
20230711_173258,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.244,0.4518,0.4508,0.4521,GPT-6.7B-T
20230711_173736,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.253,0.443,0.43,0.4474,GPT-6.7B-T
20230711_174214,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.329,0.427,0.431,0.425,GPT-6.7B-T
20230711_174817,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.315,0.4316,0.4419,0.4269,GPT-6.7B-T
20230711_175420,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.31,0.4334,0.4297,0.4351,GPT-6.7B-T
20230711_180311,mnli,1000,models--llama/7B,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.996,0.0088,0.008,0.2,LLAMA-7B
20230711_180622,mnli,1000,models--llama/7B,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.987,0.0108,0.0083,0.2,LLAMA-7B
20230711_180931,mnli,1000,models--llama/7B,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.994,0.0088,0.0074,0.2333,LLAMA-7B
20230711_181241,mnli,1000,models--llama/7B,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.997,0.0018,0.0012,0.2,LLAMA-7B
20230711_181632,mnli,1000,models--llama/7B,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.002,0.002,0,LLAMA-7B
20230711_182023,mnli,1000,models--llama/7B,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0.0038,0.0038,0,LLAMA-7B
20230711_182414,mnli,1000,models--llama/7B,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.05,0.3576,0.452,0.3526,LLAMA-7B
20230711_182707,mnli,1000,models--llama/7B,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.051,0.3666,0.4627,0.3614,LLAMA-7B
20230711_183000,mnli,1000,models--llama/7B,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.048,0.3628,0.4292,0.3595,LLAMA-7B
20230711_183253,mnli,1000,models--llama/7B,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.313,0.4506,0.4447,0.4533,LLAMA-7B
20230711_183644,mnli,1000,models--llama/7B,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.314,0.4496,0.4465,0.451,LLAMA-7B
20230711_184034,mnli,1000,models--llama/7B,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.337,0.4484,0.4445,0.4504,LLAMA-7B
