experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size
20230731_180617,csqa,1220,models--llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.5311,0.3654,0.3419,0.392,LLAMA2-7B-T
20230731_181120,csqa,1220,models--llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.5262,0.3593,0.3434,0.377,LLAMA2-7B-T
20230731_181622,csqa,1220,models--llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.5172,0.3509,0.3325,0.3706,LLAMA2-7B-T
20230731_182144,csqa,1220,models--llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.518,0.3538,0.334,0.3751,LLAMA2-7B-T
20230731_182711,csqa,1220,models--llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.5221,0.3549,0.3419,0.3691,LLAMA2-7B-T
20230731_201314,csqa,1220,models--llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.5574,0.283,0.2263,0.3544,LLAMA2-7B-T
20230731_201850,csqa,1220,models--llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.5484,0.2782,0.2264,0.341,LLAMA2-7B-T
20230731_203635,csqa,1220,models--llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5311,0.2802,0.2235,0.3443,LLAMA2-7B-T
20230801_062501,csqa,1220,models--llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9951,0.0102,0.0092,0.2,LLAMA2-13B-T
20230801_063156,csqa,1220,models--llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9918,0.0111,0.0087,0.3,LLAMA2-13B-T
20230801_063851,csqa,1220,models--llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9918,0.0102,0.0086,0.205,LLAMA2-13B-T
20230801_064547,csqa,1220,models--llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9951,0.0037,0.0027,0.2083,LLAMA2-13B-T
20230801_065414,csqa,1220,models--llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9959,0.0056,0.0048,0.21,LLAMA2-13B-T
20230801_070241,csqa,1220,models--llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9984,0.0039,0.0034,0.3,LLAMA2-13B-T
20230801_071110,csqa,1220,models--llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4475,0.4138,0.4081,0.4185,LLAMA2-13B-T
20230801_071726,csqa,1220,models--llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.423,0.4097,0.3943,0.421,LLAMA2-13B-T
20230801_072341,csqa,1220,models--llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4451,0.4025,0.3959,0.4079,LLAMA2-13B-T
20230801_072956,csqa,1220,models--llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6131,0.3265,0.3164,0.3425,LLAMA2-13B-T
20230801_073746,csqa,1220,models--llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6041,0.3255,0.3123,0.3457,LLAMA2-13B-T
20230801_074539,csqa,1220,models--llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6082,0.3252,0.3207,0.3321,LLAMA2-13B-T
20230801_075331,csqa,1220,models--llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6008,0.3357,0.3193,0.3604,LLAMA2-13B-T
20230801_080158,csqa,1220,models--llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5967,0.3342,0.322,0.3521,LLAMA2-13B-T
20230801_081025,csqa,1220,models--llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6008,0.33,0.3223,0.3417,LLAMA2-13B-T
20230801_081850,csqa,1220,models--llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6984,0.3603,0.3489,0.3868,LLAMA2-13B-T
20230801_091903,csqa,1220,models--llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6943,0.359,0.3422,0.3971,LLAMA2-13B-T
20230801_105232,csqa,1220,models--llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.6975,0.3596,0.3487,0.3847,LLAMA2-13B-T
20230801_120745,csqa,1220,models--llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.6115,0.2502,0.1983,0.3318,LLAMA2-13B-T
20230801_121722,csqa,1220,models--llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.6164,0.2497,0.2007,0.3284,LLAMA2-13B-T
20230801_122656,csqa,1220,models--llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.6049,0.2533,0.197,0.3396,LLAMA2-13B-T
20230731_153817,mnli,1000,models--llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.992,0.0078,0.0063,0.2,LLAMA2-7B-T
20230731_154112,mnli,1000,models--llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.99,0.0074,0.0053,0.22,LLAMA2-7B-T
20230731_154406,mnli,1000,models--llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.994,0.0084,0.007,0.2333,LLAMA2-7B-T
20230731_154700,mnli,1000,models--llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,1,0.0004,0.0004,0,LLAMA2-7B-T
20230731_155034,mnli,1000,models--llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,1,0.0004,0.0004,0,LLAMA2-7B-T
20230731_155408,mnli,1000,models--llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,1,0.0006,0.0006,0,LLAMA2-7B-T
20230731_155742,mnli,1000,models--llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.168,0.4352,0.4214,0.438,LLAMA2-7B-T
20230731_160021,mnli,1000,models--llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.181,0.4342,0.4055,0.4405,LLAMA2-7B-T
20230731_160259,mnli,1000,models--llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.179,0.4358,0.4268,0.4378,LLAMA2-7B-T
20230731_160547,mnli,1000,models--llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.366,0.268,0.2825,0.2596,LLAMA2-7B-T
20230731_160920,mnli,1000,models--llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.338,0.2596,0.2716,0.2535,LLAMA2-7B-T
20230731_161253,mnli,1000,models--llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.328,0.2658,0.2762,0.2607,LLAMA2-7B-T
20230731_161630,mnli,1000,models--llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.396,0.2792,0.2616,0.2907,LLAMA2-7B-T
20230731_162119,mnli,1000,models--llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.404,0.2818,0.2782,0.2842,LLAMA2-7B-T
20230731_162603,mnli,1000,models--llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.393,0.2876,0.2677,0.3005,LLAMA2-7B-T
20230731_222541,mnli,1000,models--llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.945,0.0586,0.0453,0.2873,LLAMA2-13B-T
20230731_223018,mnli,1000,models--llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.944,0.0614,0.0477,0.2929,LLAMA2-13B-T
20230731_223456,mnli,1000,models--llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.946,0.0586,0.0438,0.3185,LLAMA2-13B-T
20230731_223935,mnli,1000,models--llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,1,0.0002,0.0002,0,LLAMA2-13B-T
20230731_224507,mnli,1000,models--llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.0002,0.0002,0,LLAMA2-13B-T
20230731_225040,mnli,1000,models--llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0.0006,0.0006,0,LLAMA2-13B-T
20230731_225613,mnli,1000,models--llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.095,0.381,0.4926,0.3693,LLAMA2-13B-T
20230731_230026,mnli,1000,models--llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.077,0.3658,0.4649,0.3575,LLAMA2-13B-T
20230731_230439,mnli,1000,models--llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.09,0.377,0.4511,0.3697,LLAMA2-13B-T
20230731_230851,mnli,1000,models--llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.34,0.3126,0.3247,0.3064,LLAMA2-13B-T
20230731_231424,mnli,1000,models--llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.334,0.3074,0.321,0.3006,LLAMA2-13B-T
20230731_231956,mnli,1000,models--llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.354,0.3164,0.3407,0.3031,LLAMA2-13B-T
20230731_232527,mnli,1000,models--llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.405,0.2814,0.2849,0.279,LLAMA2-13B-T
20230731_233244,mnli,1000,models--llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.415,0.2862,0.2863,0.2862,LLAMA2-13B-T
20230731_234002,mnli,1000,models--llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.416,0.284,0.2832,0.2846,LLAMA2-13B-T
20230731_234720,mnli,1000,models--llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.404,0.3358,0.2926,0.3651,LLAMA2-13B-T
20230801_003817,mnli,1000,models--llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.407,0.3358,0.2978,0.3619,LLAMA2-13B-T
20230801_012833,mnli,1000,models--llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.421,0.3298,0.2855,0.362,LLAMA2-13B-T
20230731_163042,rte,277,models--llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.9675,0.039,0.0328,0.2222,LLAMA2-7B-T
20230731_163129,rte,277,models--llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.9928,0.0347,0.0335,0.2,LLAMA2-7B-T
20230731_163216,rte,277,models--llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.9819,0.0332,0.0294,0.24,LLAMA2-7B-T
20230731_163303,rte,277,models--llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,1,0.0007,0.0007,0,LLAMA2-7B-T
20230731_163358,rte,277,models--llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,1,0.0007,0.0007,0,LLAMA2-7B-T
20230731_163452,rte,277,models--llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,1,0,0,0,LLAMA2-7B-T
20230731_163547,rte,277,models--llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.231,0.5083,0.5094,0.508,LLAMA2-7B-T
20230731_163641,rte,277,models--llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.2527,0.5126,0.5114,0.513,LLAMA2-7B-T
20230731_163725,rte,277,models--llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.2383,0.5126,0.5121,0.5128,LLAMA2-7B-T
20230731_163809,rte,277,models--llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.6173,0.2274,0.2234,0.234,LLAMA2-7B-T
20230731_163913,rte,277,models--llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.6173,0.2224,0.2246,0.2189,LLAMA2-7B-T
20230731_164016,rte,277,models--llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.6354,0.2209,0.2102,0.2396,LLAMA2-7B-T
20230731_164124,rte,277,models--llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.5921,0.1646,0.161,0.1699,LLAMA2-7B-T
20230731_164233,rte,277,models--llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.6065,0.1661,0.169,0.1615,LLAMA2-7B-T
20230731_164342,rte,277,models--llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.5776,0.1718,0.155,0.1949,LLAMA2-7B-T
20230801_021947,rte,277,models--llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9856,0.026,0.022,0.3,LLAMA2-13B-T
20230801_022101,rte,277,models--llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9892,0.0195,0.0175,0.2,LLAMA2-13B-T
20230801_022215,rte,277,models--llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9819,0.0282,0.025,0.2,LLAMA2-13B-T
20230801_022330,rte,277,models--llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,1,0.0007,0.0007,0,LLAMA2-13B-T
20230801_022456,rte,277,models--llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.0007,0.0007,0,LLAMA2-13B-T
20230801_022622,rte,277,models--llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0.0007,0.0007,0,LLAMA2-13B-T
20230801_022749,rte,277,models--llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.3394,0.4549,0.4213,0.4721,LLAMA2-13B-T
20230801_022858,rte,277,models--llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.343,0.4303,0.3747,0.4593,LLAMA2-13B-T
20230801_023008,rte,277,models--llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3285,0.4542,0.4396,0.4613,LLAMA2-13B-T
20230801_023117,rte,277,models--llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4116,0.2758,0.307,0.254,LLAMA2-13B-T
20230801_023256,rte,277,models--llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4477,0.2635,0.2984,0.2353,LLAMA2-13B-T
20230801_023435,rte,277,models--llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4224,0.244,0.2513,0.2387,LLAMA2-13B-T
20230801_023614,rte,277,models--llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.444,0.2505,0.2846,0.2234,LLAMA2-13B-T
20230801_023801,rte,277,models--llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4693,0.2527,0.2692,0.2381,LLAMA2-13B-T
20230801_023947,rte,277,models--llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4693,0.2404,0.2385,0.2422,LLAMA2-13B-T
20230801_024133,rte,277,models--llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4801,0.3004,0.2466,0.35,LLAMA2-13B-T
20230801_025516,rte,277,models--llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4693,0.2968,0.2431,0.3442,LLAMA2-13B-T
20230801_030846,rte,277,models--llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4838,0.3032,0.2597,0.3441,LLAMA2-13B-T
20230801_134636,rte,277,models--llama-2-hf/13B-Chat,CoT_base_a,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.3069,0.3834,0.3482,0.399,LLAMA2-13B-T
20230801_135851,rte,277,models--llama-2-hf/13B-Chat,CoT_base_a,2,0.8,64,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.3899,0.3899,0.3778,0.3976,LLAMA2-13B-T
20230801_141106,rte,277,models--llama-2-hf/13B-Chat,CoT_base_a,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.3791,0.3776,0.3295,0.407,LLAMA2-13B-T
20230731_164450,sst2,872,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.8807,0.1319,0.1076,0.3115,LLAMA2-7B-T
20230731_164647,sst2,872,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.8945,0.1275,0.1051,0.3174,LLAMA2-7B-T
20230731_164844,sst2,872,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.8899,0.131,0.1093,0.3062,LLAMA2-7B-T
20230731_165040,sst2,872,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,1,0,0,0,LLAMA2-7B-T
20230731_165258,sst2,872,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,1,0.0005,0.0005,0,LLAMA2-7B-T
20230731_165515,sst2,872,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,1,0.0002,0.0002,0,LLAMA2-7B-T
20230731_165737,sst2,872,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.4381,0.4622,0.4309,0.4865,LLAMA2-7B-T
20230731_165917,sst2,872,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.4197,0.4709,0.4377,0.4949,LLAMA2-7B-T
20230731_170056,sst2,872,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.4289,0.4679,0.4289,0.4972,LLAMA2-7B-T
20230731_170235,sst2,872,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.7626,0.1718,0.1639,0.1971,LLAMA2-7B-T
20230731_170519,sst2,872,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.7397,0.1736,0.1625,0.2053,LLAMA2-7B-T
20230731_170808,sst2,872,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.7672,0.1739,0.1662,0.199,LLAMA2-7B-T
20230731_171052,sst2,872,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.7271,0.2144,0.1934,0.2706,LLAMA2-7B-T
20230731_171353,sst2,872,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.7213,0.2144,0.1943,0.2667,LLAMA2-7B-T
20230731_171649,sst2,872,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.7385,0.2103,0.1904,0.2667,LLAMA2-7B-T
20230801_032216,sst2,872,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9954,0.0085,0.0076,0.2,LLAMA2-13B-T
20230801_032517,sst2,872,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9954,0.0083,0.0074,0.2,LLAMA2-13B-T
20230801_032819,sst2,872,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9977,0.0089,0.0085,0.2,LLAMA2-13B-T
20230801_033120,sst2,872,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,1,0.0011,0.0011,0,LLAMA2-13B-T
20230801_033458,sst2,872,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.0011,0.0011,0,LLAMA2-13B-T
20230801_033836,sst2,872,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0.0021,0.0021,0,LLAMA2-13B-T
20230801_034215,sst2,872,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4484,0.4392,0.401,0.4703,LLAMA2-13B-T
20230801_034456,sst2,872,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4564,0.4397,0.4186,0.4574,LLAMA2-13B-T
20230801_034736,sst2,872,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4358,0.4417,0.4037,0.4711,LLAMA2-13B-T
20230801_035015,sst2,872,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.7477,0.2053,0.1715,0.3055,LLAMA2-13B-T
20230801_035436,sst2,872,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7431,0.211,0.1824,0.2937,LLAMA2-13B-T
20230801_035857,sst2,872,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7443,0.2046,0.1713,0.3013,LLAMA2-13B-T
20230801_040318,sst2,872,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.7798,0.2122,0.1856,0.3062,LLAMA2-13B-T
20230801_040757,sst2,872,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7775,0.2209,0.1956,0.3093,LLAMA2-13B-T
20230801_041235,sst2,872,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7729,0.214,0.181,0.3263,LLAMA2-13B-T
20230801_041714,sst2,872,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.7431,0.2628,0.217,0.3955,LLAMA2-13B-T
20230801_045945,sst2,872,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7534,0.264,0.2219,0.3926,LLAMA2-13B-T
20230801_054221,sst2,872,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7569,0.2663,0.2224,0.4028,LLAMA2-13B-T
20231122_145050,gsm8k,1319,models--llama-2-hf/13B-Chat,standard_b,4,0.8,4,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.053828658,0.623957544,0.481690141,0.632051282,LLAMA2-13B-chat
20231122_150215,gsm8k,1319,models--llama-2-hf/13B-Chat,standard_b,4,0.8,4,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.06368461,0.619711903,0.478571429,0.629311741,LLAMA2-13B-chat
