experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,note,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size,,
20230914_204846,mnli,1000,llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_205208,mnli,1000,llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.172,0.2114,0.2093023256,0.2118357488,LLAMA2-7B-T,,
20230914_205439,mnli,1000,llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.172,0.2114,0.2093023256,0.2118357488,LLAMA2-7B-T,,
20230914_205710,mnli,1000,llama-2-hf/7B-Chat,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.172,0.2114,0.2093023256,0.2118357488,LLAMA2-7B-T,,
20230914_205946,mnli,1000,llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.341,0.056,0.06686217009,0.05037936267,LLAMA2-7B-T,,
20230914_210306,mnli,1000,llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.341,0.056,0.06686217009,0.05037936267,LLAMA2-7B-T,,
20230914_212219,mnli,1000,llama-2-hf/7B-Chat,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.341,0.056,0.06686217009,0.05037936267,LLAMA2-7B-T,,
20230914_212859,mnli,1000,llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.404,0.1494,0.1361386139,0.1583892617,LLAMA2-7B-T,,
20230914_213320,mnli,1000,llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.404,0.1494,0.1361386139,0.1583892617,LLAMA2-7B-T,,
20230914_213739,mnli,1000,llama-2-hf/7B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.404,0.1494,0.1361386139,0.1583892617,LLAMA2-7B-T,,
20230914_215215,rte,277,llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215301,rte,277,llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215345,rte,277,llama-2-hf/7B-Chat,zero_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215430,rte,277,llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215521,rte,277,llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215613,rte,277,llama-2-hf/7B-Chat,zero_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_215704,rte,277,llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.3285198556,0.238267148,0.3010989011,0.2075268817,LLAMA2-7B-T,,
20230914_215746,rte,277,llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.3285198556,0.238267148,0.3010989011,0.2075268817,LLAMA2-7B-T,,
20230914_215828,rte,277,llama-2-hf/7B-Chat,base_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.3285198556,0.238267148,0.3010989011,0.2075268817,LLAMA2-7B-T,,
20230914_215910,rte,277,llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6317689531,0.1314079422,0.1165714286,0.1568627451,LLAMA2-7B-T,,
20230914_220010,rte,277,llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6317689531,0.1314079422,0.1165714286,0.1568627451,LLAMA2-7B-T,,
20230914_220109,rte,277,llama-2-hf/7B-Chat,base_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6317689531,0.1314079422,0.1165714286,0.1568627451,LLAMA2-7B-T,,
20230914_220209,rte,277,llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5631768953,0.06714801444,0.0641025641,0.07107438017,LLAMA2-7B-T,,
20230914_220313,rte,277,llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5631768953,0.06714801444,0.0641025641,0.07107438017,LLAMA2-7B-T,,
20230914_220417,rte,277,llama-2-hf/7B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5631768953,0.06714801444,0.0641025641,0.07107438017,LLAMA2-7B-T,,
20230914_220521,sst2,872,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.9116972477,0.09633027523,0.08050314465,0.2597402597,LLAMA2-7B-T,,
20230914_220714,sst2,872,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.9116972477,0.09633027523,0.08050314465,0.2597402597,LLAMA2-7B-T,,
20230914_220906,sst2,872,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.9116972477,0.09633027523,0.08050314465,0.2597402597,LLAMA2-7B-T,,
20230914_221059,sst2,872,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_221310,sst2,872,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_221520,sst2,872,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_221731,sst2,872,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6146788991,0.247706422,0.2279850746,0.2791666667,LLAMA2-7B-T,,
20230914_221908,sst2,872,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6146788991,0.247706422,0.2279850746,0.2791666667,LLAMA2-7B-T,,
20230914_222045,sst2,872,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6146788991,0.247706422,0.2279850746,0.2791666667,LLAMA2-7B-T,,
20230914_222221,sst2,872,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7844036697,0.1183486239,0.1169590643,0.1234042553,LLAMA2-7B-T,,
20230914_222456,sst2,872,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7844036697,0.1183486239,0.1169590643,0.1234042553,LLAMA2-7B-T,,
20230914_222732,sst2,872,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7844036697,0.1183486239,0.1169590643,0.1234042553,LLAMA2-7B-T,,
20230914_223007,sst2,872,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7649082569,0.144266055,0.1262368816,0.2029268293,LLAMA2-7B-T,,
20230914_223253,sst2,872,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7649082569,0.144266055,0.1262368816,0.2029268293,LLAMA2-7B-T,,
20230914_223539,sst2,872,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7649082569,0.144266055,0.1262368816,0.2029268293,LLAMA2-7B-T,,
20230914_223825,csqa,1220,llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.9975409836,0.005245901639,0.004519309778,0.3,LLAMA2-7B-T,,
20230914_224240,csqa,1220,llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.9975409836,0.005245901639,0.004519309778,0.3,LLAMA2-7B-T,,
20230914_224654,csqa,1220,llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.9975409836,0.005245901639,0.004519309778,0.3,LLAMA2-7B-T,,
20230914_225110,csqa,1220,llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.9803278689,0.01360655738,0.007984949833,0.29375,LLAMA2-7B-T,,
20230914_225613,csqa,1220,llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.9803278689,0.01360655738,0.007984949833,0.29375,LLAMA2-7B-T,,
20230914_230116,csqa,1220,llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.9803278689,0.01360655738,0.007984949833,0.29375,LLAMA2-7B-T,,
20230914_230620,csqa,1220,llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.362295082,0.1693579235,0.2092383107,0.1467009426,LLAMA2-7B-T,,
20230914_231004,csqa,1220,llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.362295082,0.1693579235,0.2092383107,0.1467009426,LLAMA2-7B-T,,
20230914_231348,csqa,1220,llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.362295082,0.1693579235,0.2092383107,0.1467009426,LLAMA2-7B-T,,
20230914_231733,csqa,1220,llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5549180328,0.3081830601,0.3065731167,0.3101903008,LLAMA2-7B-T,,
20230914_232218,csqa,1220,llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5549180328,0.3081830601,0.3065731167,0.3101903008,LLAMA2-7B-T,,
20230914_232703,csqa,1220,llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5549180328,0.3081830601,0.3065731167,0.3101903008,LLAMA2-7B-T,,
20230914_233148,csqa,1220,llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5450819672,0.3120355191,0.3064661654,0.3187087087,LLAMA2-7B-T,,
20230914_233650,csqa,1220,llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5450819672,0.3120355191,0.3064661654,0.3187087087,LLAMA2-7B-T,,
20230914_234151,csqa,1220,llama-2-hf/7B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5450819672,0.3120355191,0.3064661654,0.3187087087,LLAMA2-7B-T,,
20230914_235132,rte,277,llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235245,rte,277,llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235359,rte,277,llama-2-hf/13B-Chat,zero_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235513,rte,277,llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235640,rte,277,llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235807,rte,277,llama-2-hf/13B-Chat,zero_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230914_235934,rte,277,llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.3971119134,0.2483754513,0.1945454545,0.2838323353,LLAMA2-13B-T,,
20230915_000043,rte,277,llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.3971119134,0.2483754513,0.1945454545,0.2838323353,LLAMA2-13B-T,,
20230915_000153,rte,277,llama-2-hf/13B-Chat,base_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.3971119134,0.2483754513,0.1945454545,0.2838323353,LLAMA2-13B-T,,
20230915_000303,rte,277,llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.3754512635,0.1537906137,0.1519230769,0.1549132948,LLAMA2-13B-T,,
20230915_000442,rte,277,llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.3754512635,0.1537906137,0.1519230769,0.1549132948,LLAMA2-13B-T,,
20230915_000621,rte,277,llama-2-hf/13B-Chat,base_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.3754512635,0.1537906137,0.1519230769,0.1549132948,LLAMA2-13B-T,,
20230915_000800,rte,277,llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.4368231047,0.1458483755,0.1504132231,0.1423076923,LLAMA2-13B-T,,
20230915_000947,rte,277,llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.4368231047,0.1458483755,0.1504132231,0.1423076923,LLAMA2-13B-T,,
20230915_001133,rte,277,llama-2-hf/13B-Chat,context faithful prompting,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.4368231047,0.1458483755,0.1504132231,0.1423076923,LLAMA2-13B-T,,
20230915_001319,sst2,872,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0.0002293577982,0.0002293577982,0,LLAMA2-13B-T,,
20230915_001621,sst2,872,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0.0002293577982,0.0002293577982,0,LLAMA2-13B-T,,
20230915_001923,sst2,872,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0.0002293577982,0.0002293577982,0,LLAMA2-13B-T,,
20230915_002225,sst2,872,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_002604,sst2,872,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_002943,sst2,872,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_003321,sst2,872,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5951834862,0.2438073394,0.2277456647,0.2674220963,LLAMA2-13B-T,,
20230915_003602,sst2,872,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5951834862,0.2438073394,0.2277456647,0.2674220963,LLAMA2-13B-T,,
20230915_003842,sst2,872,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5951834862,0.2438073394,0.2277456647,0.2674220963,LLAMA2-13B-T,,
20230915_004121,sst2,872,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7740825688,0.1591743119,0.1327407407,0.2497461929,LLAMA2-13B-T,,
20230915_004543,sst2,872,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7740825688,0.1591743119,0.1327407407,0.2497461929,LLAMA2-13B-T,,
20230915_005006,sst2,872,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7740825688,0.1591743119,0.1327407407,0.2497461929,LLAMA2-13B-T,,
20230915_005428,sst2,872,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.8818807339,0.1288990826,0.1141742523,0.2388349515,LLAMA2-13B-T,,
20230915_005907,sst2,872,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.8818807339,0.1288990826,0.1141742523,0.2388349515,LLAMA2-13B-T,,
20230915_010346,sst2,872,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.8818807339,0.1288990826,0.1141742523,0.2388349515,LLAMA2-13B-T,,
20230915_010826,csqa,1220,llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_011525,csqa,1220,llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_012223,csqa,1220,llama-2-hf/13B-Chat,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_012921,csqa,1220,llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_013751,csqa,1220,llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_014621,csqa,1220,llama-2-hf/13B-Chat,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_015450,csqa,1220,llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.4893442623,0.3182513661,0.3323562256,0.3047351525,LLAMA2-13B-T,,
20230915_020107,csqa,1220,llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.4893442623,0.3182513661,0.3323562256,0.3047351525,LLAMA2-13B-T,,
20230915_020723,csqa,1220,llama-2-hf/13B-Chat,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.4893442623,0.3182513661,0.3323562256,0.3047351525,LLAMA2-13B-T,,
20230915_021340,csqa,1220,llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6213114754,0.278920765,0.2792656113,0.2783549784,LLAMA2-13B-T,,
20230915_022135,csqa,1220,llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6213114754,0.278920765,0.2792656113,0.2783549784,LLAMA2-13B-T,,
20230915_022930,csqa,1220,llama-2-hf/13B-Chat,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6213114754,0.278920765,0.2792656113,0.2783549784,LLAMA2-13B-T,,
20230915_023724,csqa,1220,llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6172131148,0.2845628415,0.2828242585,0.287366167,LLAMA2-13B-T,,
20230915_024553,csqa,1220,llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6172131148,0.2845628415,0.2828242585,0.287366167,LLAMA2-13B-T,,
20230915_025422,csqa,1220,llama-2-hf/13B-Chat,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6172131148,0.2845628415,0.2828242585,0.287366167,LLAMA2-13B-T,,
20230915_104552,cola,527,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_104706,cola,527,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_104818,cola,527,llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_104931,cola,527,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_105108,cola,527,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_105244,cola,527,llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_105421,cola,527,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5920303605,0.1868437698,0.1909722222,0.1808527132,LLAMA2-13B-T,,
20230915_105523,cola,527,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5920303605,0.1868437698,0.1909722222,0.1808527132,LLAMA2-13B-T,,
20230915_105624,cola,527,llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5920303605,0.1868437698,0.1909722222,0.1808527132,LLAMA2-13B-T,,
20230915_105726,cola,527,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7039848197,0.1629664769,0.1673405211,0.1525641026,LLAMA2-13B-T,,
20230915_105930,cola,527,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7039848197,0.1629664769,0.1673405211,0.1525641026,LLAMA2-13B-T,,
20230915_110133,cola,527,llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7039848197,0.1629664769,0.1673405211,0.1525641026,LLAMA2-13B-T,,
20230915_110337,cola,527,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6774193548,0.1659076534,0.1608776844,0.1764705882,LLAMA2-13B-T,,
20230915_110545,cola,527,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6774193548,0.1659076534,0.1608776844,0.1764705882,LLAMA2-13B-T,,
20230915_110754,cola,527,llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6774193548,0.1659076534,0.1608776844,0.1764705882,LLAMA2-13B-T,,
20230915_111003,mnli,1000,llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.995,0.0022,0.001206030151,0.2,LLAMA2-13B-T,,
20230915_111441,mnli,1000,llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.995,0.0022,0.001206030151,0.2,LLAMA2-13B-T,,
20230915_111920,mnli,1000,llama-2-hf/13B-Chat,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.995,0.0022,0.001206030151,0.2,LLAMA2-13B-T,,
20230915_112359,mnli,1000,llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_112934,mnli,1000,llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_113508,mnli,1000,llama-2-hf/13B-Chat,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-13B-T,,
20230915_114043,mnli,1000,llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.034,0.117,0.1941176471,0.1142857143,LLAMA2-13B-T,,
20230915_114454,mnli,1000,llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.034,0.117,0.1941176471,0.1142857143,LLAMA2-13B-T,,
20230915_114904,mnli,1000,llama-2-hf/13B-Chat,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.034,0.117,0.1941176471,0.1142857143,LLAMA2-13B-T,,
20230915_115315,mnli,1000,llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.303,0.1034,0.100990099,0.1044476327,LLAMA2-13B-T,,
20230915_115847,mnli,1000,llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.303,0.1034,0.100990099,0.1044476327,LLAMA2-13B-T,,
20230915_120418,mnli,1000,llama-2-hf/13B-Chat,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.303,0.1034,0.100990099,0.1044476327,LLAMA2-13B-T,,
